"Statistic Label","Year","County","UNIT","VALUE"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Sligo","Euro Million","55.39"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Tipperary","Euro Million","124.63"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Waterford","Euro Million","95.48"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Westmeath","Euro Million","70.3"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Wexford","Euro Million","117.39"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2007","Co. Wicklow","Euro Million","150.51"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Ireland","Euro Million","6841.85"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Carlow","Euro Million","69.73"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Cavan","Euro Million","77.15"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Clare","Euro Million","143.09"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Cork","Euro Million","751.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Donegal","Euro Million","157.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Dublin","Euro Million","2549.59"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Galway","Euro Million","373.88"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Kerry","Euro Million","174.93"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Kildare","Euro Million","329.67"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Kilkenny","Euro Million","114.76"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Laois","Euro Million","88.55"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Leitrim","Euro Million","34.45"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Limerick","Euro Million","252.63"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Longford","Euro Million","40.9"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Louth","Euro Million","154.46"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Mayo","Euro Million","151.85"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Meath","Euro Million","250.7"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Monaghan","Euro Million","65.19"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Offaly","Euro Million","85.03"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Roscommon","Euro Million","73.8"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Sligo","Euro Million","81.05"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Tipperary","Euro Million","188.62"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Waterford","Euro Million","138.98"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Westmeath","Euro Million","102.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Wexford","Euro Million","173.92"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2008","Co. Wicklow","Euro Million","216.69"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Ireland","Euro Million","4519.99"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Carlow","Euro Million","46.39"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Cavan","Euro Million","51.15"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Clare","Euro Million","94.77"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Cork","Euro Million","499.65"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Donegal","Euro Million","106.58"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Dublin","Euro Million","1673.28"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Galway","Euro Million","245.87"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Kerry","Euro Million","116.5"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Kildare","Euro Million","213.95"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Kilkenny","Euro Million","76.69"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Laois","Euro Million","58.89"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Leitrim","Euro Million","22.95"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Limerick","Euro Million","167.61"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Longford","Euro Million","26.82"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Louth","Euro Million","102.66"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Mayo","Euro Million","101.92"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Meath","Euro Million","165.13"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Monaghan","Euro Million","42.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Offaly","Euro Million","56.3"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Roscommon","Euro Million","48.77"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Sligo","Euro Million","53.95"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Tipperary","Euro Million","127.41"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Waterford","Euro Million","92.7"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Westmeath","Euro Million","68.13"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Wexford","Euro Million","116.26"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2009","Co. Wicklow","Euro Million","142.92"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Ireland","Euro Million","5320.58"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Carlow","Euro Million","55.05"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Cavan","Euro Million","59.98"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Clare","Euro Million","112.23"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Cork","Euro Million","591.19"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Donegal","Euro Million","127.25"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Dublin","Euro Million","1962.39"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Galway","Euro Million","287.98"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Kerry","Euro Million","137.67"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Kildare","Euro Million","248.43"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Kilkenny","Euro Million","91.1"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Laois","Euro Million","68.89"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Leitrim","Euro Million","26.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Limerick","Euro Million","198.34"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Longford","Euro Million","31.06"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Louth","Euro Million","121.32"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Mayo","Euro Million","121.73"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Meath","Euro Million","193.77"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Monaghan","Euro Million","49.9"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Offaly","Euro Million","66.16"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Roscommon","Euro Million","57.24"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Sligo","Euro Million","63.5"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Tipperary","Euro Million","151.63"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Waterford","Euro Million","110.48"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Westmeath","Euro Million","80.1"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Wexford","Euro Million","137.87"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2010","Co. Wicklow","Euro Million","168.59"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Ireland","Euro Million","5506.32"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Carlow","Euro Million","54.86"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Cavan","Euro Million","57.88"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Clare","Euro Million","112.42"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Cork","Euro Million","613.5"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Donegal","Euro Million","125.43"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Dublin","Euro Million","2087.23"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Galway","Euro Million","289.95"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Kerry","Euro Million","135.49"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Kildare","Euro Million","258.76"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Kilkenny","Euro Million","94.77"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Laois","Euro Million","70.52"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Leitrim","Euro Million","24.56"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Limerick","Euro Million","204.88"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Longford","Euro Million","28.41"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Louth","Euro Million","126.63"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Mayo","Euro Million","122.97"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Meath","Euro Million","204.21"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Monaghan","Euro Million","50.16"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Offaly","Euro Million","66.82"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Roscommon","Euro Million","56.35"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Sligo","Euro Million","61.8"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Tipperary","Euro Million","148.5"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Waterford","Euro Million","111.06"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Westmeath","Euro Million","80.74"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Wexford","Euro Million","140.14"
"Rent of dwellings (including imputed rent of owner-occupied dwellings)","2011","Co. Wicklow","Euro Million","178.28"
